symptoms	sentences
stomach ache,ventilation	Consideration is given to stomach pains and, if so, to a stomach ache, and if the symptoms continue to improve, it is recommended to go to the hospital for a check-up.
sneeze,stuffy nose,sore throat,sputum	Does the nose hurt? Does the snot hurt? What's the cause of the chest?
stomach ache,nausea,hiccup	How long has it been? Is there anything else? Like stomach pain, gastric hiccups?
diarrhea,abdominal pain,chest pain	What are you talking about?
abdominal distention,stomach ache,gastrointestinal discomfort	What's wrong with your stomach?
black poo,abdominal pain,abdominal distention	How long has it been? Are there any abdominal pains? What are you talking about?
hiccup,abdominal distention,helicobacter infection	Is there a stomach swelling that doesn't function? What's the cause of the phantom snails infection?
diarrhea,frustration,difficult eating,disgusting	This is mainly due to intestinal inflammation, which can be taken into account in the absence of a number of factors. Consider gastrointestinal inflammation and ulcers, and be careful to identify common diseases such as nausea, vomiting, diarrhea, etc.
bloating,loose stool,hiccup	How long has it been? A few times a day? Bloated shit? Hiccup?
exhaust,bloating,loose stool,hiccup	How long has it been? Is there anything else? Hiccup, shit, decomposition, etc.
gastrointestinal discomfort,difficult eating,ventilation,bitterness in the mouth,bowel sound,indigestion	The intestines are a lot of noise, mainly due to intestinal worms. This can be eaten in a few minutes, and if there is a slight improvement in eating, it is possible to improve the test of stomach acid, which is likely to cause intestinal irritation syndrome.
abdominal distention,hot heart,gastrointestinal discomfort	How long has it been? Is there any abdominal swelling or something?
gastrointestinal discomfort,diarrhea,abdominal pain,difficult eating,loose stool	The tummy grunt is an intestinal hysteria, which can be a diarrhea in the form of a new inflammation, and it is recommended that the urinary tubes be tested for a period of time and that it be difficult to digest. The urinary system is also used for the treatment of gastrointestinal inflammation with drowsing sugar.
black stool,gastrointestinal discomfort	What's wrong with the stomach? Is it black?
burning sensation in the pharynx,sore throat	How long has the pain been going on? Is the shit normal? Does the throat hurt? What's the temperature?
stomach ache,abdominal distention,dysphagia,hiccup	Do you have hiccups, stomach swollen, constipation, diarrhea?
counter-current,bitterness in the mouth,hiccup	There are many reasons for this: gastrointestinal inflammation, which may be caused by a back stream of cerebral juice, a breath of bitterness and bitterness.
cough,sore throat	What do you have to say? Have you had a cough? Does your voice hurt?
disgusting,gastrointestinal discomfort,diarrhea,abdominal pain,stomach ache,counter-current,hot heart,abdominal distention	Are there anti-acid burns, nausea, abdominal pain, stomach swollen, diarrhea or something?
stomachache,nausea,dizziness	The symptoms of stomach inflammation are mainly due to gastrointestinal inflammation, which is not a problem. However, if the symptoms are repeated, there is no need for a further examination.
disgusting,diarrhea,stomach ache,abdominal distention,hiccup	There is no problem if there is no discomfort such as stomach ache, hiccup, nausea, diarrhea, etc.
reflux,vomit,fever,nausea,heartburn	Then produce what kinds of questions: gastroenteritis, vomit, fever, diarrhea, etc. Let the fever go first.
black poo,loose stool	How many times a day do you have to take a shit? What color is it? Is it yellow or white? What's the matter with you?
dysbacteriosis,gastrointestinal discomfort	This is a bad intestinal function and does not necessarily cause problems in the intestinal tract.
helicobacter infection,gastrointestinal disorders	In response to this consultation, the doctor updated the concluding recommendation: hello, depending on your situation, it is recommended that the digestive section of the hospital check the phantom scab and determine whether it is infected with the bacterium and that it be examined at the hospital. If the symptoms are repeated, then you need to go to the hospital for a check-up, which is not likely to be the case.
cough,diarrhea,headache,vomit	There are other symptoms besides diarrhea, which are essentially related to cough and blood.
disgusting,helicobacter infection,abdominal pain,hot heart,hunger,abdominal distention,hiccup	There is no problem if there is no abdominal swelling, nausea, phantom snails infection, burning heart, etc.
spasms,abdominal pain,counter-current	Are there any other symptoms? Like abdominal pain, anti-acid water, convulsions or something?
abdominal pain,loose stool,stomach ache	What are the main symptoms of this disease? Is it pain, isn't it?
stomach ache,abdominal distention,disgusting,counter-current	Are there anti-acids, stomach pains, nausea, vomiting? What are you talking about?
abdominal distention,loose stool,sticky stool	How many times have you had it? Is the shit normal? Are there any other problems? Possibilities?
heat,abdominal distention	Is there anything else uncomfortable? Like vomiting, fever, abdominal swelling, etc.
diarrhea,abdominal pain,abdominal distention,loose stool	What's wrong with you?
diarrhea,abdominal pain,ventilation	How long has this been going on? What are the symptoms of abdominal pain, diarrhea, constipation?
gastrointestinal dysfunction,restlessness,abdominal pain,hot heart,counter-current,abdominal distention	This is a situation in which the function of the stomach is taken into account, and it is recommended that the stomach muscle burns, the anti-acid acid, the abdominal swelling? Consider gastrointestinal dysfunction, which is more likely to occur in the stomach.
bloating,vomit,indigestion	How long has it been? We're talking about indigestion. What are you talking about?
diarrhea,headache,fatigue	In addition to stomach pains, which are likely to occur within an hour of the meal, are there any symptoms of diarrhea?
reflux,bloating,nausea	What are you talking about?
disgusting,helicobacter infection,abdominal pain,stomach ache,ventilation,indigestion,hiccup	The phantom snails are infected with multiple stomach pains, which can be accompanied by stomach inflammation, constipation, indigestion, etc.
diarrhea,reflux,stomach ache,loose stool,stomachache,exhaust	How many times a day do you have to take a shit? Do you have stomach pains, constipation, diarrhea?
diarrhea,abdominal distention,disgusting	How long has this been going on? Have you ever had a stomach swollen? Was there any other discomfort?
stomachache,fatigue	What are you talking about?
diarrhea,disgusting,stomach ache	Are there any other discomforts such as nausea, vomiting, stomach ache, diarrhea?
diarrhea,anorexia,nausea,vomit	Then you're going to have to go to the intestinal mirror.
dysphagia,gastrointestinal discomfort,difficult eating,sore throat,abdominal distention	The problem of stomach inflammation is mainly due to gastrointestinal inflammation, which is not good for the stomach because of the cold hydration, which causes stomach swelling and diarrhea.
counter-current,stomach ache,water swollen	Are there any other problems, such as stomach pains, water, constipation, fatigue, etc.? Is shit normal?
disgusting,dysphagia,stomach ache,frustration,counter-current,abdominal distention	Stomach ache, anti-acid, nausea, stomach swollen?
hiccup,ventilation,gastrointestinal discomfort	Are there other symptoms, such as abdominal discomfort, gas, etc.
frustration,ventilation	How long has this been going on? Is there a lot of exhaust?
dehydration,diarrhea,heat,frustration,sore throat	The first oral drug treatment is observed and, if symptoms are repeated, it is recommended that severe diarrhea, indicating symptoms such as cold, hot, greasy, irritant foods, cold foods, etc., may lead to a rise in the symptoms of cold, irritating foods such as hot, irritating food, dehydration, rheumatism, causing irritation of the throat, which is recommended for a visit to the hospital to see the hospital in the hospital.
counter-current,disgusting,sticky stool,hiccup	There's no anti-acid gas, nausea, vomiting, etc.
gastrointestinal dysfunction,counter-current,indigestion	This situation takes into account the high probability of an intestinal disorder caused by an abnormal diet or a lack of stomach power. The current consideration is the intestinal inflammation caused by indigestion.
